Team,Year,OWn%,BtRuns,BtWins,Fld%,Position,Target,CareerLen,Rank,Value,ARI,ATL,CHC,CIN,COL,LAD,MIA,MIL,NYM,PHI,PIT,SDP,SFG,STL,WSN,BAL,BOS,CHW,CLE,DET,HOU,KCR,LAA,MIN,NYY,OAK,SEA,TBR,TEX,TOR
NYM,2016,0.568,11.7,1.1,1.0,OF,LAD,12,9,6,0,2,0,1,0,4,2,1,11,0,4,2,5,0,1,0,2,1,1,1,1,1,1,2,6,0,1,0,0,4
CHC,2016,0.251,-5.2,-0.5,0.976,P,KCR,9,1,5,0,0,22,0,2,2,2,2,2,1,0,4,4,1,0,4,1,1,2,0,2,8,2,0,3,3,4,2,0,1
ARI,2016,0.423,-3.1,-0.3,0.985,OF,SEA,0,24,19,21,2,3,5,5,2,3,10,0,3,2,4,6,3,0,1,5,2,5,3,4,2,3,1,0,6,5,4,4,3
PHI,2016,0.0,0.0,0.0,1.0,P,ARI,6,23,10,15,2,3,5,2,3,2,3,2,14,2,1,2,1,1,2,0,1,3,4,3,0,7,1,2,1,2,1,0,1
SFG,2016,0.0,0.0,0.0,0.967,P,MIN,2,10,4,0,1,0,1,2,0,3,0,0,0,0,1,20,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2
CIN,2016,0.0,0.0,0.0,1.0,P,ARI,4,29,21,4,0,1,10,2,0,0,2,0,0,0,1,2,2,0,0,0,1,1,0,1,0,0,1,2,1,1,0,0,0
PIT,2016,0.0,-0.3,0.0,1.0,P,MIL,5,19,18,1,3,1,10,0,3,2,14,5,3,23,1,1,2,1,1,3,0,5,0,1,1,0,2,1,2,0,2,0,1
SDP,2016,0.28300000000000003,-1.3,-0.1,0.833,P,WSN,13,27,23,3,3,16,0,3,1,7,2,3,1,2,3,2,5,5,2,3,3,0,2,1,1,3,2,2,4,3,4,0,1
SDP,2016,0.519,-0.2,0.0,0.995,OF,CHC,6,27,23,5,4,13,0,2,2,4,0,0,0,1,13,1,11,2,4,2,1,3,3,2,1,2,1,3,2,1,0,1,1
LAD,2016,0.0,-0.9,-0.1,1.0,OF,ATL,1,6,2,1,5,6,2,2,15,1,1,2,1,2,2,2,3,0,0,4,7,5,0,2,1,1,2,1,1,0,3,2,1
PIT,2016,0.6459999999999999,13.4,1.3,1.0,OF,OAK,8,19,18,1,3,4,1,1,2,2,0,4,1,7,2,3,1,2,0,2,1,6,2,0,1,11,3,1,5,1,12,2,4
NYM,2016,0.478,-0.2,0.0,1.0,OF,PHI,0,9,6,1,1,0,1,2,1,2,1,6,0,3,0,0,2,1,1,0,0,2,0,1,0,2,0,0,2,1,1,1,0
SFG,2016,0.0,0.0,0.0,1.0,P,PIT,4,10,4,0,0,6,1,0,0,0,1,2,0,13,0,18,0,0,1,2,0,2,1,0,1,2,0,2,0,1,0,0,0
PIT,2016,0.478,-1.6,-0.2,0.909,P,HOU,10,19,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIT,2016,0.037000000000000005,-5.8,-0.6,0.909,P,MIA,5,19,18,0,1,0,0,0,0,2,0,1,0,5,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
COL,2016,0.0,-2.4,-0.2,0.9,P,SDP,5,20,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
MIL,2016,0.423,-4.9,-0.5,0.987,C,LAA,5,22,24,1,2,3,2,1,3,3,8,2,2,0,3,0,2,1,2,2,1,3,4,9,4,8,2,3,1,3,1,4,2
MIL,2016,0.0,-0.9,-0.1,1.0,P,PIT,6,22,24,0,2,0,0,1,0,0,17,0,0,9,1,1,1,0,2,1,0,1,0,1,0,0,0,0,0,0,4,2,1
MIA,2016,0.308,-6.6,-0.7,0.991,C,ARI,11,17,29,0,0,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
WSN,2016,0.0,0.0,0.0,1.0,P,SFG,7,3,9,0,6,4,1,2,2,4,0,4,1,12,2,10,3,2,1,2,2,2,3,3,5,2,1,5,2,2,2,2,4
CIN,2016,0.0,-0.6,-0.1,1.0,P,SDP,0,29,21,0,1,1,5,6,4,1,1,2,1,1,1,2,1,1,1,6,1,5,10,1,8,2,13,4,4,1,2,1,1
MIL,2016,0.068,-4.2,-0.4,1.0,OF,TEX,4,22,24,8,6,9,3,4,6,8,10,8,9,7,9,8,3,2,4,14,5,8,8,8,8,4,5,8,6,5,5,9,8
MIA,2016,0.0,-0.3,0.0,1.0,P,SFG,4,17,29,0,1,0,0,0,5,18,0,1,0,11,2,8,0,1,0,1,1,2,0,0,0,1,1,2,1,2,1,0,2
SDP,2016,0.0,0.0,0.0,1.0,P,LAD,9,27,23,1,1,0,1,0,3,0,1,2,0,0,3,1,1,0,0,0,1,3,1,0,0,0,0,0,1,1,0,0,3
COL,2016,0.0,0.0,0.0,1.0,P,ATL,8,20,26,2,9,16,4,18,4,5,5,3,5,2,3,5,17,2,2,1,3,5,3,5,2,2,3,4,1,3,3,4,4
CIN,2016,0.461,-5.2,-0.5,0.977,OF,ATL,14,29,21,0,3,2,10,0,0,2,1,1,1,3,2,3,1,0,2,4,2,0,3,1,2,2,1,2,1,1,1,2,2
MIL,2016,0.0,0.0,0.0,1.0,P,NYM,2,22,24,0,0,10,2,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,3,0
MIA,2016,0.0,0.0,0.0,1.0,P,NYM,4,17,29,0,1,0,0,1,2,11,0,6,0,0,1,1,1,1,0,2,1,0,1,1,0,2,0,2,0,3,0,0,0
WSN,2016,0.614,14.0,1.4,0.997,C,TBR,6,3,9,1,2,1,1,2,0,0,0,0,0,1,2,1,1,7,0,2,1,1,1,1,1,1,2,1,1,3,2,2,0
NYM,2016,0.353,-7.6,-0.8,0.996,C,CHC,12,9,6,0,4,3,0,0,0,0,0,11,0,0,3,4,2,0,0,0,0,0,0,2,1,1,2,1,2,1,8,0,2
MIA,2016,0.0,0.0,0.0,0.875,P,ARI,11,17,29,0,2,4,0,0,0,0,0,1,0,0,2,1,2,0,0,3,0,2,0,1,1,1,2,0,0,5,1,1,2
SFG,2016,0.0,0.0,0.0,1.0,P,LAD,8,10,4,0,2,0,1,0,1,1,0,1,1,0,3,13,1,2,0,2,0,0,0,0,0,2,3,1,0,1,1,1,1
SDP,2016,0.584,5.5,0.5,0.9620000000000001,OF,ARI,8,27,23,9,1,0,1,1,2,0,0,2,4,2,9,0,0,1,0,2,1,5,3,1,1,0,2,0,9,2,0,8,2
SDP,2016,0.0,-0.3,0.0,1.0,P,TEX,6,27,23,1,3,3,1,0,1,3,1,2,1,2,10,1,2,2,0,2,1,2,2,2,1,0,2,2,3,1,0,4,2
ARI,2016,0.6779999999999999,20.1,2.0,0.985,OF,SEA,4,24,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,2016,0.596,0.7,0.1,1.0,OF,BOS,0,29,21,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1
STL,2016,0.0,0.0,0.0,0.857,P,PHI,3,12,7,1,0,1,0,2,0,1,2,0,0,0,1,0,11,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
CIN,2016,0.304,-1.3,-0.1,1.0,P,OAK,1,29,21,0,0,0,11,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,2,0,0,1,1
CIN,2016,0.0,-13.6,-1.4,1.0,P,MIA,3,29,21,2,2,15,18,4,6,12,5,6,3,3,6,6,7,1,1,4,0,6,4,17,2,3,5,2,4,3,3,3,2
PHI,2016,0.0,0.0,0.0,1.0,P,DET,0,23,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0
CHC,2016,0.439,-3.8,-0.4,1.0,OF,SDP,2,1,5,0,0,18,1,2,3,1,0,0,3,0,6,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,2,0,0
NYM,2016,0.595,11.5,1.1,0.986,OF,MIL,7,9,6,0,1,1,1,0,0,4,4,19,2,11,1,1,1,1,2,1,0,1,0,0,0,0,1,8,1,0,1,0,1
MIN,2015,0.461,-0.1,0.0,0.9740000000000001,OF,SDP,2,14,18,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,3,0,0,1,0,0,2
CLE,2015,0.235,-16.6,-1.7,0.958,OF,DET,7,16,25,0,2,5,3,2,4,1,1,4,0,3,3,5,2,2,2,5,1,16,3,3,6,5,2,5,7,4,5,4,5
LAA,2015,0.377,-14.5,-1.5,0.973,OF,ATL,9,11,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1,0,0,1,0,0,1
NYY,2015,0.0,0.0,0.0,1.0,P,PHI,6,9,1,2,2,1,0,1,3,0,0,3,5,1,2,1,0,1,0,5,2,2,2,2,0,11,2,11,3,0,3,1,2
CHW,2015,0.299,-8.3,-0.8,0.9790000000000001,OF,SFG,6,20,16,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0
NYY,2015,0.589,13.4,1.3,0.983,OF,TEX,17,9,1,0,0,1,1,2,1,1,2,2,0,0,1,0,5,0,0,1,0,0,0,5,0,2,2,5,0,1,0,1,2
CHW,2015,0.037000000000000005,-9.5,-1.0,0.9570000000000001,OF,ATL,8,20,16,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
MIN,2015,0.0,0.0,0.0,0.909,P,MIL,10,14,18,1,0,1,0,1,0,0,5,0,0,0,1,1,1,1,0,1,2,0,0,0,0,0,7,0,0,0,0,0,0
BOS,2015,0.0,0.0,0.0,0.889,P,MIA,10,19,3,1,3,3,0,1,1,3,1,2,0,0,1,3,0,1,0,8,1,1,0,0,0,3,2,4,1,1,1,1,1
OAK,2015,0.535,0.5,0.1,0.9890000000000001,OF,KCR,1,25,27,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,13,0,1,0,0
OAK,2015,0.431,0.0,0.0,1.0,OF,NYY,8,25,27,0,2,2,1,1,0,1,1,3,0,2,2,4,0,3,2,4,1,1,1,3,7,3,0,3,11,1,1,0,3
DET,2015,0.0,0.0,0.0,1.0,P,CLE,8,23,13,1,2,1,0,2,1,1,3,3,0,2,4,2,2,1,2,4,2,5,13,0,1,2,3,8,1,2,3,2,3
NYM,2015,0.0,-0.3,0.0,1.0,P,ARI,8,7,7,5,2,1,3,1,0,1,0,3,1,1,0,3,1,8,0,0,2,3,2,1,1,1,2,1,2,1,2,0,3
HOU,2015,0.485,2.7,0.3,0.992,C,TBR,5,10,26,3,3,1,2,3,2,1,1,0,2,2,3,2,1,0,1,0,0,2,0,17,1,11,3,0,0,0,14,0,2
NYY,2015,0.0,0.0,0.0,0.967,P,CIN,0,9,1,0,0,2,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,8,1,0,1,0,1
LAA,2015,0.22,-5.1,-0.5,1.0,OF,CLE,4,11,8,1,4,4,2,2,4,1,1,4,0,1,3,2,1,2,0,3,4,2,2,2,0,19,3,2,5,2,3,3,3
OAK,2015,0.185,-11.0,-1.1,1.0,OF,CLE,13,25,27,0,1,1,0,0,0,0,0,2,0,1,1,1,0,0,1,2,0,0,0,0,0,1,2,1,10,0,0,2,1
OAK,2015,0.39299999999999996,-4.4,-0.4,0.993,OF,NYY,5,25,27,0,1,2,0,3,1,0,0,5,0,4,2,0,0,1,0,0,0,3,0,0,0,1,1,1,9,1,0,0,2
DET,2015,0.493,0.4,0.0,0.988,OF,CLE,9,23,13,2,5,9,6,6,4,3,1,5,1,9,6,5,12,4,2,6,5,15,20,1,1,6,2,9,11,3,9,5,13
TOR,2015,0.0,0.0,0.0,1.0,P,CIN,3,5,22,0,4,0,2,2,0,0,1,2,1,0,3,1,0,2,0,1,2,1,1,0,0,1,1,1,1,3,2,1,13
ATL,2015,0.0,-0.3,0.0,1.0,P,OAK,8,28,12,1,3,1,3,3,1,2,1,4,1,0,2,3,1,8,1,4,3,1,3,0,2,1,3,0,7,2,1,3,2
PHI,2015,0.0,0.0,0.0,0.833,P,TEX,3,0,10,1,0,0,0,1,0,1,2,0,3,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,5,0
CHW,2015,0.0,0.0,0.0,0.9229999999999999,P,STL,10,20,16,3,5,5,11,1,5,2,13,6,3,4,3,4,13,7,2,1,11,3,3,4,0,3,9,2,1,1,2,1,2
DET,2015,0.0,0.0,0.0,1.0,P,PIT,5,23,13,1,1,3,0,0,0,0,0,0,0,8,1,0,1,0,1,3,0,2,3,0,0,1,0,0,0,1,1,6,0
HOU,2015,0.0,0.0,0.0,1.0,P,LAD,9,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
MIN,2015,0.0,0.0,0.0,1.0,P,LAD,2,14,18,0,2,0,0,0,5,0,0,1,0,2,1,0,0,1,0,0,0,0,0,1,1,0,22,2,1,0,1,0,2
NYY,2015,0.493,0.1,0.0,0.75,OF,PIT,1,9,1,1,0,0,2,0,1,0,1,2,1,7,2,1,3,1,0,2,0,1,0,0,0,1,0,6,2,0,16,2,2
NYY,2015,0.191,-3.2,-0.3,1.0,OF,MIL,0,9,1,1,2,0,0,1,0,0,2,1,1,2,1,0,0,0,0,0,1,1,2,1,0,0,1,10,0,0,0,2,1
MIN,2015,0.519,0.1,0.0,0.981,C,PIT,4,14,18,1,0,0,0,1,0,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
TEX,2015,0.581,2.2,0.2,0.988,C,CLE,6,8,11,1,3,8,2,1,6,1,2,2,5,1,6,3,1,1,0,4,1,13,2,1,1,2,9,3,8,1,12,11,6
MIL,2015,0.532,1.8,0.2,0.9670000000000001,OF,TEX,8,27,21,0,0,1,0,1,0,0,4,1,0,0,0,0,2,0,1,1,1,0,0,1,0,1,0,3,0,2,1,0,1
DET,2015,0.0,0.0,0.0,1.0,P,CLE,10,23,13,0,2,1,1,0,0,1,4,3,0,2,0,1,1,6,0,1,2,2,13,0,0,1,1,2,1,0,0,0,2
LAA,2015,0.0,0.0,0.0,1.0,P,WSN,0,11,8,2,1,0,3,1,0,0,1,0,0,0,3,1,0,6,0,1,0,1,0,0,0,11,0,0,1,0,0,0,1
TBR,2015,0.58,9.2,0.9,0.9940000000000001,OF,CLE,4,17,30,1,0,0,0,1,0,0,0,1,0,2,2,0,0,0,0,0,0,5,1,0,1,2,0,2,3,0,14,1,3
PHI,2015,0.034,-5.8,-0.6,0.9259999999999999,P,TEX,9,0,10,0,1,0,0,0,2,0,2,0,7,1,1,2,1,1,0,0,0,0,1,0,1,2,0,0,0,0,0,10,1
MIN,2015,0.507,-1.5,-0.2,0.996,OF,NYY,2,14,18,1,4,0,3,2,2,2,1,2,1,3,0,2,1,1,1,3,2,1,1,3,2,2,11,12,4,1,3,2,10
SEA,2015,0.0,-6.4,-0.6,0.988,C,DET,0,21,14,1,1,0,1,0,0,2,0,0,0,2,2,1,2,1,1,2,1,1,6,2,0,2,5,1,1,8,3,1,1
DET,2015,0.565,0.0,0.0,1.0,C,BOS,3,23,13,1,2,2,3,1,2,1,1,0,3,2,3,1,1,3,0,11,3,2,20,0,0,2,1,1,0,0,2,4,4
CHC,2015,0.0,0.0,0.0,1.0,P,CLE,5,3,5,0,4,10,2,1,0,0,2,3,3,4,7,1,3,2,9,4,2,6,3,3,4,5,4,1,4,3,6,3,5
LAA,2015,0.312,-7.2,-0.7,0.996,C,SEA,9,11,8,8,3,6,2,7,2,1,2,1,0,0,2,2,1,0,1,0,1,0,1,1,2,18,1,0,3,7,4,1,1
CHW,2015,0.316,-4.6,-0.5,0.978,OF,LAD,0,20,16,0,3,6,5,1,12,1,0,0,0,1,2,1,3,0,0,4,10,2,1,3,1,3,2,0,3,0,3,2,1
LAA,2015,0.25,-12.5,-1.3,0.99,OF,PIT,7,11,8,1,3,3,3,1,1,3,0,2,0,6,3,5,2,2,0,0,0,1,3,1,2,16,4,1,3,0,17,2,5
TBR,2015,0.6709999999999999,0.6,0.1,0.9470000000000001,P,SEA,2,17,30,3,5,1,1,2,2,2,1,2,1,1,4,0,2,12,1,1,1,2,1,1,10,3,1,1,1,8,19,0,1
TOR,2015,0.191,-1.2,-0.1,1.0,OF,CHC,3,5,22,0,0,0,0,1,0,0,0,0,1,2,1,1,0,1,0,1,1,0,2,0,0,0,0,1,1,0,1,0,7
HOU,2015,0.0,-0.5,-0.1,0.75,P,LAD,10,10,26,0,3,2,0,0,3,0,0,1,0,0,1,0,1,0,0,1,0,5,1,6,0,0,0,0,9,0,1,0,1
PHI,2015,0.35100000000000003,-1.2,-0.1,1.0,C,PIT,5,0,10,2,2,1,1,2,1,3,5,0,4,14,2,5,0,1,0,2,0,10,2,11,8,4,0,5,1,4,2,0,7
DET,2015,0.0,0.0,0.0,0.8,P,ATL,2,23,13,1,6,3,3,0,0,2,1,2,0,1,2,0,2,4,0,1,2,0,14,2,0,1,2,0,1,0,2,0,2
OAK,2015,0.466,-4.6,-0.5,0.9520000000000001,OF,CHW,4,25,27,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,2
TBR,2015,0.41600000000000004,-4.0,-0.4,0.992,OF,NYM,9,17,30,9,2,9,1,2,10,3,2,7,1,5,5,3,8,4,1,5,2,2,4,2,4,8,4,7,8,2,13,6,5
BAL,2015,0.231,-10.0,-1.0,1.0,OF,PHI,3,15,15,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,5,0,1,3,0,0,3,1,0,0,1,1,0,0,0
KCR,2015,0.0,0.0,0.0,1.0,P,OAK,12,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBR,2015,0.0,-0.3,0.0,0.917,P,SFG,3,17,30,1,2,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,2,1,1,2,0,12,1,1
NYY,2015,0.515,0.4,0.0,0.993,C,MIN,2,9,1,7,7,6,4,1,2,0,1,1,1,5,4,1,1,1,3,2,1,1,4,1,1,1,11,20,2,4,1,0,4
TEX,2015,0.7090000000000001,4.9,0.5,0.99,OF,CLE,9,8,11,2,0,2,0,0,0,1,0,0,1,0,1,2,0,0,1,10,0,7,1,0,0,1,2,2,0,1,1,1,0
TBR,2015,0.46799999999999997,-0.3,0.0,0.993,OF,KCR,5,17,30,0,0,1,0,0,1,0,0,1,3,0,1,0,0,0,0,4,0,2,0,0,0,1,1,1,1,0,0,0,1
MIN,2015,0.0,-0.8,-0.1,0.75,P,LAA,9,14,18,0,0,0,0,0,1,6,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,2,6,0,0,0,0,0,0
MIN,2015,0.5489999999999999,1.8,0.2,0.978,OF,SFG,5,14,18,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,7,0,0,1,0,0,0,3,3,0,0,0,0,1
BOS,2015,0.0,0.0,0.0,0.875,P,ATL,5,19,3,0,0,3,0,0,0,1,1,0,0,1,1,0,1,1,1,3,2,2,3,0,3,0,1,0,0,1,0,8,1
MIL,2015,0.7020000000000001,17.8,1.8,0.988,OF,COL,6,27,21,8,1,3,2,2,0,2,12,3,1,5,4,2,2,2,7,4,3,1,3,3,3,4,1,6,1,4,3,2,2
TEX,2015,0.0,0.0,0.0,1.0,P,CHC,0,8,11,0,1,10,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,5,1,0,0,0,0,0,7,0
NYY,2015,0.11,-4.2,-0.4,0.966,OF,LAA,7,9,1,0,0,0,0,1,1,0,2,0,0,2,3,0,0,1,0,0,0,1,2,7,0,0,0,0,0,0,2,2,0
OAK,2015,0.0,0.0,0.0,0.938,P,SDP,4,25,27,1,0,1,0,4,0,1,1,2,0,0,1,1,0,0,0,2,0,1,0,1,1,0,2,0,4,0,0,1,1
TOR,2015,0.0,-1.1,-0.1,0.9490000000000001,P,BOS,6,5,22,2,5,5,5,2,4,4,3,9,0,7,5,2,4,5,3,15,0,4,18,6,2,6,4,8,7,3,13,2,14
NYY,2015,0.0,0.0,0.0,0.967,P,ATL,2,9,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,2,0
TEX,2015,0.0,-0.6,-0.1,1.0,P,CHW,1,8,11,1,1,1,2,1,0,0,1,2,4,1,2,0,0,0,1,8,1,1,1,2,0,1,1,1,0,1,2,5,1
OAK,2015,0.5870000000000001,11.0,1.1,0.981,OF,LAD,6,25,27,0,0,1,1,1,5,0,1,2,0,0,0,0,0,0,0,2,0,0,0,11,0,2,2,1,12,0,0,3,0
COL,2015,0.38799999999999996,-9.9,-1.0,0.987,OF,NYM,12,26,23,0,0,2,4,7,2,5,2,9,0,3,2,1,0,1,0,1,1,2,4,1,0,1,1,3,3,2,2,1,14
TBR,2015,0.166,-26.0,-2.6,0.987,C,NYM,11,17,30,1,1,3,0,2,0,1,0,9,0,0,7,0,1,1,0,0,2,0,0,2,1,2,2,2,0,1,9,0,2
MIN,2015,0.364,-7.2,-0.7,0.991,OF,LAA,6,14,18,0,9,3,3,6,3,0,2,4,1,3,1,2,12,4,1,2,2,3,1,5,1,13,15,3,1,0,3,2,4
CHC,2015,0.0,0.0,0.0,1.0,P,MIA,10,3,5,0,0,4,1,1,0,0,1,0,0,0,2,0,2,0,0,2,0,2,0,1,1,3,1,0,0,5,1,0,2
TEX,2015,0.29100000000000004,-4.6,-0.5,0.9840000000000001,OF,SDP,7,8,11,8,1,0,0,2,1,1,0,3,2,0,8,0,1,1,0,3,0,1,4,1,1,3,2,2,13,1,1,8,2
LAD,2015,0.75,4.6,0.5,1.0,OF,NYM,8,6,2,0,2,4,0,1,1,6,0,0,0,0,0,1,1,0,0,0,1,2,0,1,0,0,1,1,2,1,1,1,1
LAA,2015,0.0,0.0,0.0,0.895,P,CHC,8,11,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,11,0,1,0,0,0,0,0
COL,2015,0.47200000000000003,-3.6,-0.4,1.0,OF,ATL,6,26,23,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ARI,2015,0.561,1.6,0.2,0.987,OF,BAL,5,18,24,5,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,6,2,0,1,0,1,1,1
HOU,2015,0.0,0.0,0.0,1.0,P,PHI,0,10,26,2,0,4,1,1,1,2,1,1,6,1,2,1,0,0,0,0,0,0,0,11,1,1,2,1,1,0,1,0,1
HOU,2015,0.523,1.6,0.2,0.927,OF,MIL,2,10,26,0,0,1,0,2,0,1,1,1,0,0,1,1,1,0,0,2,0,0,1,10,0,0,1,0,0,1,0,2,1
CLE,2015,0.062,-5.5,-0.6,0.857,OF,LAD,2,16,25,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BOS,2015,0.493,-0.3,0.0,1.0,OF,SDP,4,19,3,0,4,13,4,1,2,3,4,3,2,3,9,0,1,2,1,14,0,2,2,1,3,4,4,7,9,3,5,6,3
TBR,2015,0.0,0.0,0.0,0.667,P,NYY,1,17,30,1,0,0,1,1,2,1,1,0,0,3,5,0,1,1,0,0,0,0,0,0,0,4,1,3,1,1,17,1,1
NYY,2015,0.5479999999999999,4.1,0.4,0.9940000000000001,OF,BOS,10,9,1,0,1,2,3,1,0,1,2,3,0,0,4,2,1,0,1,10,0,0,1,0,0,2,0,9,1,2,1,0,2
KCR,2015,0.626,7.4,0.7,0.982,OF,CHC,9,4,28,1,0,17,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,2,0,0,1,0,9,0,1
CHC,2015,0.07,-4.0,-0.4,0.971,OF,OAK,1,3,5,0,0,16,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
SDP,2015,0.517,6.3,0.6,0.997,OF,OAK,5,22,19,0,0,2,2,2,0,2,0,1,0,0,8,0,2,1,0,3,1,0,1,0,0,0,0,1,7,0,4,1,2
ARI,2015,0.019,-9.5,-1.0,0.917,P,MIL,1,18,24,9,2,4,2,3,5,1,11,4,1,5,4,1,5,0,1,3,4,1,4,1,2,1,4,3,2,1,4,1,4
COL,2015,0.0,0.0,0.0,0.9329999999999999,P,OAK,6,26,23,0,2,1,1,2,0,0,2,0,0,2,0,1,0,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1
ATL,2015,0.138,-12.5,-1.3,0.988,C,SDP,2,28,12,0,11,1,3,0,1,2,1,1,0,0,0,1,0,0,0,1,0,3,1,1,0,1,0,0,0,0,0,0,0
STL,2015,0.306,-8.3,-0.8,0.992,OF,PHI,5,1,6,3,0,0,0,0,0,0,0,0,4,0,2,2,1,0,1,0,1,0,0,1,0,2,0,0,1,0,1,0,1
MIA,2015,0.19899999999999998,-1.8,-0.2,1.0,OF,ATL,7,24,29,1,4,1,2,3,2,4,1,2,3,3,4,3,1,1,1,1,0,0,2,2,0,2,2,1,5,0,8,4,3
PIT,2015,0.0,-0.6,-0.1,0.967,OF,MIL,0,2,17,6,0,0,2,0,2,0,4,1,1,3,3,0,0,0,0,3,1,2,3,1,0,0,0,3,0,1,0,0,1
ARI,2015,0.0,-1.5,-0.2,1.0,P,ATL,6,18,24,2,1,1,0,3,0,1,3,2,0,0,1,0,0,1,0,1,0,2,1,2,1,0,0,0,1,1,0,0,1
CIN,2015,0.0,-0.3,0.0,1.0,P,CHC,5,29,20,0,0,12,12,0,2,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,2,0,1,0,0,2
STL,2015,0.0,0.0,0.0,0.846,P,SEA,5,1,6,0,1,6,1,0,2,14,1,0,0,0,1,2,5,3,0,1,1,3,0,2,1,2,2,1,2,6,2,1,0
CIN,2015,0.037000000000000005,-5.4,-0.6,1.0,P,SFG,7,29,20,0,0,0,9,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,10,0,1,0,0,0,1,0,0
ATL,2015,0.292,-5.4,-0.6,1.0,OF,LAA,2,28,12,1,18,2,1,0,2,1,0,1,0,1,2,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,1
PIT,2015,0.525,0.0,0.0,0.833,OF,TBR,2,2,17,2,3,2,1,0,2,1,1,0,0,16,7,0,2,1,2,2,0,1,2,1,0,2,2,4,1,0,11,2,5
SDP,2015,0.0,-5.9,-0.6,1.0,P,MIA,1,22,19,1,2,2,1,0,1,5,1,0,0,1,7,0,1,0,4,1,0,0,0,1,2,1,0,1,0,1,1,0,1
LAD,2015,0.556,4.3,0.4,1.0,C,PHI,7,6,2,0,1,2,0,0,7,4,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
ATL,2015,0.0,0.0,0.0,1.0,P,TBR,10,28,12,0,3,5,0,0,0,1,0,7,0,0,1,1,0,1,4,3,0,1,0,3,0,0,2,0,1,0,2,1,3
